,mean,std
gdp_real,514542.95043075265,43847.2050141015
gdp_nominal,531789.445631068,101161.09948353178
unemployment_rate,8.49424622330097,0.9681633824747653
cpi_all_items,1.6894639617087372,1.2699800247643347
cpi_annual_growth,1.7279204747872083,1.183597355527787
interest_rate_short_term,1.4348323946954864,1.7436348294221367
interest_rate_long_term,2.65378640776699,1.6596350393188883
industrial_production_index,103.37119786407764,5.778869761048106
exports_volume,20.946076384465123,1.3408126342510414
imports_volume,23.92439377893929,1.8552519794790296
trade_balance,-0.6491262135922331,0.9857654603086293
household_consumption,287577018446.6019,23182578256.369495
capital_formation,125822249514.56311,12623147189.548054
employment_level,81.44018553398055,0.9301217036366465
exchange_rate_usd,0.8564625631960509,0.11559015606014698
stock_market_index,97.39612679611646,28.079850905540656
government_spending,124321.46360089692,13690.14843750414
population_total,65498708.12360134,2261559.872353334
population_working_age,29.172124407947006,4.073304913124347
gdp_growth_qoq,0.3293857837629801,2.0930854955288845
gdp_growth_yoy,1.2569499081467084,2.985369703450191
ip_growth,-0.3427315418305946,4.353601526048908
employment_growth,0.11488343389215352,0.6875517796581074
consumption_growth,1.1720453365948484,2.6550610882164367
investment_growth,1.3463667982834369,2.487800539456949
exports_growth,-0.29627937963248674,6.734124426855695
imports_growth,0.49594489634250066,8.49976976143042
gdp_real_lag1,513797.6766156842,43403.18848163734
gdp_real_lag2,513037.6449032878,42932.10710081451
gdp_real_lag4,511514.86482445325,41981.91003270921
unemployment_rate_lag1,8.504860990196077,0.9669026221187779
unemployment_rate_lag2,8.51568595049505,0.9654935670565639
unemployment_rate_lag4,8.539006414141415,0.9609401811278369
cpi_annual_growth_lag1,1.7252623478447822,1.189133321970945
cpi_annual_growth_lag2,1.7225515847252784,1.1947474304856498
cpi_annual_growth_lag4,1.7169657698123622,1.2062175287991304
industrial_production_index_lag1,103.4230206862745,5.783305846441436
industrial_production_index_lag2,103.47586970297029,5.787344469269038
industrial_production_index_lag4,103.58477070707069,5.794124739629466
interest_rate_short_term_lag1,1.430033305194368,1.7515616801494567
interest_rate_short_term_lag2,1.4239844741755476,1.759226725028649
interest_rate_short_term_lag4,1.3958118582137262,1.7651914719314121
gdp_growth_yoy_lag1,1.2662755691116008,2.999268981417736
gdp_growth_yoy_lag4,1.2856650054011052,3.0447048321483483
trade_gdp_ratio,-0.00011626136603132683,0.0002048301159272183
gov_gdp_ratio,24.113990225810106,0.7346636592911049
gdp_growth_yoy_ma4,1.2497371146547638,2.161983613851007
unemployment_rate_ma4,8.519066985,0.9452865136389823
cpi_annual_growth_ma4,1.7252560821046754,1.1471026162253846
gdp_real_diff,1558.8991737753038,10485.517760609757
employment_level_diff,0.022559509803921667,0.25686358211429866
industrial_production_index_diff,-0.09979637254901964,2.35418278092285
gdp_volatility_4q,1.240560897749502,2.075955793053644
stock_volatility_4q,0.0764995323801268,0.04439127043131507
gdp_momentum,-0.053701991998796765,5.019407320233851
inflation_momentum,0.015680172342168733,1.165447870571908
high_inflation_regime,0.1262135922330097,0.33371385096103495
high_volatility_regime,0.24271844660194175,0.430822729056944
inflation_x_volatility,2.540448597925486,6.061923456393234
unemployment_x_inflation,13.949743920756372,8.584826884783059
stock_returns_1q,0.7581956616488228,8.893916952668711
stock_volatility_4q_v6,7.649953238012669,4.439127043131514
risk_adjusted_returns,0.3671547520483129,1.421401937080398
unemployment_momentum_v6,-0.005006813725490223,0.28827777151071277
unemployment_vs_5y_avg,-0.04928214631133939,0.7297186044447159
inflation_acceleration_v6,0.0031675444676996125,0.32976609891698816
inflation_z_score,0.1821302025164918,1.3175153757800584
