,mean,std
gdp_real,131164360.19417475,6234586.222119879
gdp_nominal,134754917.96116504,7630760.578629299
unemployment_rate,3.781553398058252,1.0149935248335846
cpi_all_items,-0.04985929834951454,0.9462520726954067
cpi_annual_growth,0.5341220312849472,1.2578187468451933
interest_rate_short_term,0.07623339805825244,0.15831071940811983
interest_rate_long_term,0.8371359223300969,0.6223627504186765
industrial_production_index,101.11430417475728,7.307773652943282
exports_volume,13.50375311024889,2.3565695619815155
imports_volume,13.39809850285407,3.541343696214182
trade_balance,1.4041747572815533,1.7326408067568164
household_consumption,72719314077669.9,2530011187048.2095
capital_formation,25553380097087.38,2739857015229.346
employment_level,73.08389174757282,3.920417489008083
money_supply_broad,637091213797992.9,238298172412923.94
exchange_rate_usd,112.04699071605006,17.662663208492283
stock_market_index,94.33816621359226,34.08229232921381
government_spending,25519571.116504855,2685127.2982766493
population_total,126876281.44975278,1242884.8825111317
population_working_age,79658569.41747573,4439279.61591209
gdp_growth_qoq,0.16309649682232374,1.3442579574933358
gdp_growth_yoy,0.6425846537045622,2.435830608627192
ip_growth,-0.2507223806716873,7.8412438029668685
employment_growth,0.6058725600779605,0.8233639521264436
consumption_growth,0.46168553230571174,2.053713285326837
investment_growth,1.4117482998347526,1.0542319395289979
exports_growth,3.1337946879524563,12.011466506777525
imports_growth,4.736684470138722,15.235137506718655
m2_growth,5.623791280949095,5.712558876807224
gdp_real_lag1,131073957.35294117,6197160.445969505
gdp_real_lag2,130981764.35643564,6157371.360553692
gdp_real_lag4,130791225.25252526,6069170.202802051
unemployment_rate_lag1,3.7941176470588234,1.0119245872003637
unemployment_rate_lag2,3.8069306930693068,1.0086218633108222
unemployment_rate_lag4,3.8336700303030313,1.0007989027547397
cpi_annual_growth_lag1,0.5125101216274227,1.2446635786808034
cpi_annual_growth_lag2,0.4904702533628188,1.2307057879640093
cpi_annual_growth_lag4,0.44505476724181653,1.2001355069663133
industrial_production_index_lag1,101.200593627451,7.2909386195018895
industrial_production_index_lag2,101.28859178217823,7.272661850390597
industrial_production_index_lag4,101.46992131313134,7.231433288107149
interest_rate_short_term_lag1,0.0723043137254902,0.15396297744195414
interest_rate_short_term_lag2,0.06829742574257426,0.1492904642611407
interest_rate_short_term_lag4,0.0625660606060606,0.14404109265448636
gdp_growth_yoy_lag1,0.6438682207901004,2.44832058873833
gdp_growth_yoy_lag4,0.6239384761670135,2.4834063091906935
trade_gdp_ratio,1.1161852543929075e-06,1.3537360384699126e-06
gov_gdp_ratio,19.414769493770635,1.3004052366148915
gdp_growth_yoy_ma4,0.6284400422666704,1.8822937215497793
unemployment_rate_ma4,3.7861666675,1.0021855758593115
cpi_annual_growth_ma4,0.5185937784012083,1.1965153337182195
gdp_real_diff,199922.79411764705,1764126.7516163916
employment_level_diff,0.11254666666666666,0.26554533655667356
industrial_production_index_diff,-0.1183609803921568,4.1648971179240535
gdp_volatility_4q,1.3634856307767573,1.215424667893908
stock_volatility_4q,0.0815902783543608,0.042120020331049286
gdp_momentum,0.028839024517479918,3.9385234536607645
inflation_momentum,0.1360523464904662,1.0287436402874188
high_inflation_regime,0.1553398058252427,0.3639996108971756
high_volatility_regime,0.24271844660194175,0.430822729056944
inflation_x_volatility,0.40764769654450933,1.9635463008270566
unemployment_x_inflation,1.1643089306565422,4.071944909476421
stock_returns_1q,1.0431302448213773,9.419341665174384
stock_volatility_4q_v6,8.159027835436076,4.212002033104932
risk_adjusted_returns,0.09154108755744833,1.9744789145185442
unemployment_momentum_v6,-0.0228758137254902,0.13961916684236816
unemployment_vs_5y_avg,-0.21379487009954493,0.4749022590258595
inflation_acceleration_v6,0.0334815245092893,0.2988192089046451
inflation_z_score,0.4082059503947235,1.2686331090733947
