,mean,std
bond_corporate,147.6939717391304,58.21102946813679
bond_gov_10y,5.423157608695652,3.035141431719926
bond_gov_2y,4.923565217391305,3.4282830965745763
bond_gov_5y,5.137880434782609,3.2066036825405897
building_permits,1.439497876897662,9.476513794891286
capital_formation,94131410326.08696,17005035727.323336
consumer_sentiment,100.33289275664367,1.466427987505035
cpi_all_items,28.21905627619565,29.591372803478365
cpi_annual_growth,2.4386194715026646,0.9227675219513806
credit_spread,143.91061304347826,59.339198064675976
credit_spread_change,0.4035125000000039,3.755527998911458
employment_level,6475526.585615942,6964993.033765721
exchange_rate_usd,1.344129688838104,0.16165389121943402
exports_volume,26.65824056037703,4.32225523971512
gdp_nominal,230873762419.84518,285455757364.8246
gdp_real,131278615395.81956,146820007030.3904
government_spending,376433750000.0,67821057134.12035
household_consumption,237036283967.3913,55323194112.876
imports_volume,24.827710427531013,3.6233008553850237
industrial_production_index,9510332308.650415,8782236134.903017
interest_rate_long_term,4.366660907743525,1.793617341792321
interest_rate_short_term,3.4238555644858053,1.8961321613274538
money_supply_broad,536031548913.04346,440192624826.455
population_total,31978290.846348096,4697692.534874633
population_working_age,22075717.391304348,1875805.8835050242
stock_market_index,84.49508413043478,29.932592272128804
trade_balance,0.17874999999999994,2.2913863564284025
unemployment_rate,8.053804125,1.8099895066766114
yield_curve_curvature,0.07096195652173896,0.2369396493875365
yield_curve_slope,0.4995923913043479,0.8263640302813793
gdp_growth_qoq,0.014040275744549396,7.54758895945291
gdp_growth_yoy,0.03878790965982056,15.340827550363931
ip_growth,428615055.8556796,2852504652.3343253
employment_growth,1497808.4510886818,9964260.523083707
consumption_growth,1.354206770267979,2.407551015869742
investment_growth,1.1176181187292888,1.4798116557118997
exports_growth,0.5232319778530178,7.556884260927059
imports_growth,0.6710443234864994,7.19623082984642
m2_growth,4.487863182679878,5.966954062815046
gdp_real_lag1,131995981523.33879,146899099312.75745
gdp_real_lag2,132721230795.11649,146975443365.19705
gdp_real_lag4,134195904314.39778,147119481504.1814
unemployment_rate_lag1,8.059926918032787,1.8130434504081892
unemployment_rate_lag2,8.066116994505494,1.816104818907257
unemployment_rate_lag4,8.08037015,1.821056553944859
cpi_annual_growth_lag1,2.4389311416594457,0.9252894135320908
cpi_annual_growth_lag2,2.439246236763005,0.9278320956795191
cpi_annual_growth_lag4,2.4398869301402417,0.9329809862422221
industrial_production_index_lag1,9465937646.09902,8785602675.083742
industrial_production_index_lag2,9421055130.112995,8788775886.848198
industrial_production_index_lag4,9329794014.274744,8794514841.66519
interest_rate_short_term_lag1,3.4275271313762774,1.9006782053814357
interest_rate_short_term_lag2,3.4312390451556563,1.9052562223321534
interest_rate_short_term_lag4,3.438337144334634,1.9146601339728253
gdp_growth_yoy_lag1,0.03593506233702006,15.383811527702534
gdp_growth_yoy_lag4,0.00794942350745616,15.513455136003955
trade_gdp_ratio,-0.00013296368478758189,0.00034301199454497
gov_gdp_ratio,46242795.952913955,42532180.277006395
gdp_growth_yoy_ma4,-0.0011364478401163177,12.687294052901938
unemployment_rate_ma4,8.066758523480663,1.7393275813272466
cpi_annual_growth_ma4,2.4367649009496857,0.8799355198533222
gdp_real_diff,-1218825879.454645,28795059133.329464
employment_level_diff,55286.88524590164,1868174.1398024205
industrial_production_index_diff,96363691.24832404,1455836084.0169833
gdp_volatility_4q,2.906938547527702,9.729630239751017
stock_volatility_4q,0.03501153449252904,0.044390799545898106
gdp_momentum,-0.04601057633166696,22.5540305618984
inflation_momentum,-0.007507913869067783,0.9851797932620613
high_inflation_regime,0.5706521739130435,0.49633367136290646
high_volatility_regime,0.24456521739130435,0.4310019158439492
inflation_x_volatility,7.354974279294979,23.750998793939697
unemployment_x_inflation,19.7165366123082,8.070071405205871
stock_returns_1q,0.7543859710681492,5.653614605684004
stock_volatility_4q_v6,3.5011534492529166,4.43907995458981
risk_adjusted_returns,0.3059059360326689,1.0163939545719762
unemployment_momentum_v6,-0.0034608415300546426,0.6811747577094917
unemployment_vs_5y_avg,-0.08713272034958672,1.3855710368635312
inflation_acceleration_v6,-0.001846208328459289,0.2805375695282557
inflation_z_score,-0.10197600196630939,1.05933456964852
financial_conditions_index,-0.0016932680322688846,0.6156540549108638
real_activity_index,2.2687166155383634e-15,0.7387887765033903
