,mean,std
bond_corporate,172.51414071428567,60.70687739000198
bond_gov_10y,5.00845,3.0698508981789914
bond_gov_2y,3.705821428571428,3.424036223728952
bond_gov_5y,4.317371428571429,3.2721286019450715
capital_formation,79168774285.71428,3163756665.859887
consumer_confidence,102.33444928571429,0.9535465707215034
cpi_all_items,18.375923880571424,28.10604797018438
cpi_annual_growth,2.1254693276742307,1.5204239812424571
credit_spread,168.54651214285713,61.79431669728174
credit_spread_change,2.28836214285714,4.531093851441491
employment_level,56.424738999999995,2.798250667069151
exchange_rate_usd,0.9027138087779409,0.12658323081791062
exports_volume,22.76053734330969,4.176680646960481
gdp_nominal,377950.1642857143,89042.13932594913
gdp_real,393855.69126439723,24807.527530900268
government_spending,79476.4644196469,3309.298761864601
household_consumption,254326955714.2857,7812532409.107078
imports_volume,21.503249662765835,4.358465085817255
industrial_production_index,111.78231614285714,10.895005797613996
interest_rate_long_term,5.137971428571428,3.3396520344802414
interest_rate_short_term,1.8163019726960328,1.6273876057371774
population_total,58543533.03722205,1303192.9985674648
population_working_age,38400747.71428572,536244.8211342457
stock_market_index,128.1402542857143,37.391118264839236
trade_balance,-0.07928571428571432,1.4848828856065088
unemployment_rate,9.404430857142858,1.8441048595521177
yield_curve_curvature,0.07952857142857156,0.3467346640233056
yield_curve_slope,1.3026285714285715,0.722030971882548
gdp_growth_qoq,0.16253202329706962,1.8200221769853535
gdp_growth_yoy,0.6522965125082257,3.2526419847027372
ip_growth,-0.01803230560677746,6.863265656140845
employment_growth,0.518015363717077,1.5322278720573548
consumption_growth,0.22403976682744806,2.8610535261315615
investment_growth,0.23096360013813466,1.327178275913961
exports_growth,1.7206288781627785,6.517721013013785
imports_growth,2.211084207289931,10.092287742097303
gdp_real_lag1,393588.6254064028,24694.436574691725
gdp_real_lag2,393317.6890287272,24576.175842300014
gdp_real_lag4,392761.7273627429,24319.758618114935
unemployment_rate_lag1,9.426857071942447,1.8315142674630953
unemployment_rate_lag2,9.449608304347828,1.8183661213429463
unemployment_rate_lag4,9.4961145,1.7902791459159988
cpi_annual_growth_lag1,2.133693042095906,1.522794705875078
cpi_annual_growth_lag2,2.1420359407845617,1.5251506320455717
cpi_annual_growth_lag4,2.159089807221667,1.5298133027468552
industrial_production_index_lag1,111.8631673381295,10.892176308621147
industrial_production_index_lag2,111.94519028985506,10.888686847530641
industrial_production_index_lag4,112.11285485294117,10.879611322674542
interest_rate_short_term_lag1,1.815524724126871,1.6332472149712998
interest_rate_short_term_lag2,1.8147362110856924,1.6391705792439364
interest_rate_short_term_lag4,1.8077813269349916,1.6499763251758748
gdp_growth_yoy_lag1,0.6553913327312282,3.264555160914598
gdp_growth_yoy_lag4,0.658356823680139,3.3016018494144768
trade_gdp_ratio,-1.7343270404308658e-05,0.00036352319951347826
gov_gdp_ratio,20.214182020871295,0.7026427555259281
gdp_growth_yoy_ma4,0.6632404937908137,2.6171464161380236
unemployment_rate_ma4,9.447977178832117,1.8015098559026397
cpi_annual_growth_ma4,2.1334716668494536,1.456130074214309
gdp_real_diff,569.7255073786117,6663.591249768138
employment_level_diff,0.07145381294964027,0.3810176569178682
industrial_production_index_diff,-0.05908848920863312,3.7557041738890975
gdp_volatility_4q,1.173702106480547,1.9542736475067168
stock_volatility_4q,0.06196916714450051,0.056622133555612485
gdp_momentum,0.013706249813184525,4.979843709377422
inflation_momentum,-0.04574447934966557,1.5790570469738543
high_inflation_regime,0.4928571428571429,0.5017441316942528
high_volatility_regime,0.24285714285714285,0.430349173462308
inflation_x_volatility,3.1841674107816296,8.577767056207781
unemployment_x_inflation,19.354370538856873,13.365049800359897
stock_returns_1q,0.4453818296374009,8.435198103496987
stock_volatility_4q_v6,6.196916714450041,5.662213355561249
risk_adjusted_returns,0.11885531957161255,1.0381146891629505
unemployment_momentum_v6,-0.01687874820143885,0.44153797154258795
unemployment_vs_5y_avg,-0.12588433769563018,1.395577399043335
inflation_acceleration_v6,-0.01118929710711244,0.4381417437493814
inflation_z_score,-0.06720772708096939,1.230930778655896
financial_conditions_index,-0.00223194967254301,0.7042573157575157
